	per0	per1	per2	per3	per4	per5	per6	per7	per8	per9	per10	per11	per12	per13	per14	per15	per16	per17	per18	per19	per20	per21	per22	per23	per24	per25	per26	per27	per28	per29	per30	per31	per32	per33	per34	per35	per36	per37	per38	per39	per40	per41	per42	per43	per44	per45	per46	per47	per48	per49	per50	per51	per52	per53	per54	per55	per56	per57	per58	per59	per60	per61	per62	per63	per64	per65	per66	per67	per68	per69	per70	per71	per72	per73	per74	per75	per76	per77	per78	per79	per80	per81	per82	per83	per84	per85	per86	per87	per88	per89	per90	per91	per92	per93	per94	per95	per96	per97	per98	per99
var51	2.106203896510612	2.068712339353283	2.0203470262561156	2.077070146485686	2.0512313435220104	2.103129031253973	2.0802258775355726	2.143514216650951	2.0619251561653207	2.074542191263455	2.025678940504076	2.0028041461195434	2.0858365945257735	2.000258559062743	2.1677710115016318	2.0104465668721585	2.0060856564046396	2.075963979620833	2.096445377379727	2.048119700645279	2.1162402028831644	2.040139669925173	2.0303065115444303	2.0213434822476883	2.056401412380353	2.0535842372799817	2.082414267033129	2.222827092606503	2.1169674614576404	2.089848236626102	2.009987920298717	2.0035496840296507	2.0185849587009326	2.0573988803919745	2.0175766232352923	2.041298511554347	2.0700289250715143	2.025848228942689	2.0480342862523737	2.1368862076725343	2.154245377703515	2.253149332679882	2.00580907670182	2.1590174632330075	2.0072531008443923	2.1915305211902067	2.028531407597866	2.060119620877405	2.086582698281581	2.1211846911600203	2.1290200471901803	2.097428028338359	2.0654559234811973	2.0277694384945653	2.2128622516426613	2.0270360313877465	2.046904441295093	2.0738290043134766	2.011620994881914	2.062708170314837	2.2018993395594206	2.011322676525703	2.0962816412932543	2.0066065284799226	2.087064323363752	2.0543658981001482	2.0134600755779077	2.096869063006248	2.0055602302161084	2.0584739290677025	2.0130205639782526	2.0657321195028486	2.04000030300543	2.1644757778926067	2.038712609596825	2.0695426898263003	2.0503416121001727	2.0703928747663465	2.1283472882442687	2.004900202252257	2.0773693029960585	2.242012031348503	2.065349701708313	2.041509878182569	2.1546856032281516	2.0539607595751637	2.067532443085319	2.0618275897469287	2.082695686911344	2.1733350438693417	2.053738269023352	2.0255700290386467	2.049188856741167	2.09330442023559	2.062819634599024	2.043005767277959	2.0970321986322533	2.009457321646239	2.079339303673598	2.000246840173946
var52	2.2261702437775224	2.0473433408870414	2.1924658158663504	2.116510472014495	2.027489669036291	2.0267333582868368	2.1111284653775466	2.0047096050930495	2.030062407551781	2.002218091184612	2.0032238372628677	2.065851564792787	2.015469569878407	2.1626821045481766	2.0098555806565974	2.001259939719901	2.201666275721858	2.0239539098270436	2.1009682450086395	2.049768363632364	2.0067494060969615	2.076481916021508	2.0198492607328005	2.0989175802668583	2.110073098459107	2.0265860966154587	2.046564004278389	2.098854952608751	2.0523972911826576	2.073240938214525	2.0410039840768546	2.01943561926706	2.0592810875031153	2.1193320288849415	2.028382039088209	2.000229216528653	2.108086972688773	2.051423121642229	2.0400376233648405	2.0775137326676942	2.000764622515748	2.1236530187958387	2.0841571764074818	2.0963055344705444	2.114860922336801	2.016111150184511	2.121319529245419	2.0694351113352734	2.0111542715330892	2.006334225020549	2.0554182823566083	2.0461091978506154	2.025762050223164	2.0325144008459364	2.0294174392787263	2.0962964933240156	2.0772569024728296	2.0573905765485607	2.0022756968549507	2.0095054607277336	2.0776654179468887	2.1170636689442945	2.013068356077654	2.0309998684541273	2.091738085936571	2.025421591471749	2.050533384389426	2.1155639569620606	2.007764898499578	2.0564616675004697	2.0740632804720263	2.0060602847358955	2.0568551965192126	2.112326464421361	2.0635633179927653	2.005829906998539	2.166277422709793	2.1129883964629235	2.0449705395697655	2.032893265538839	2.0117185369304678	2.0452336510548497	2.148142610870421	2.000911168884451	2.2014489620852764	2.0658191677690567	2.0998755110124834	2.113015665272189	2.041570470514111	2.055095986204854	2.054402533098113	2.0623044170774554	2.162486728611387	2.0720977848905684	2.217010071725143	2.078825304076135	2.082600366330286	2.0509364744747134	2.0890563110117153	2.0051823449899455
var53	2.042175761224382	2.174245805205381	2.098943690271961	2.0381634190201097	2.1032904041808287	2.08298957947185	2.0137951857289025	2.0746516298198494	2.0484020464154487	2.0951146387352364	2.124377150949289	2.0541936170190893	2.1892580595534	2.0978530897802807	2.019494635820998	2.0932929274582692	2.081377109474624	2.310433144426048	2.005343082515916	2.0419557840944798	2.1081298903562207	2.14570115554468	2.0079783505976754	2.141985288376193	2.0075787206403386	2.0260984176721903	2.1116117685394813	2.0579244945413193	2.084008079195335	2.0178251447238793	2.0621160374467924	2.0563338040131143	2.0271870897786237	2.005619439969406	2.046098921385723	2.0436118888917476	2.1394924029448688	2.133962425911731	2.08352971744646	2.056546474840535	2.1340484426025643	2.0033474610174595	2.1463907640457505	2.0312696532477106	2.0617596553357647	2.0416104284880214	2.034737501462707	2.0373109271166485	2.136894747235819	2.0830477695388883	2.023024396694184	2.1029598332230495	2.086500616426312	2.051335506292243	2.02890094450404	2.107000565629908	2.0507429798139407	2.1252491048473057	2.1422497029111547	2.05530598693638	2.144737864553978	2.0087048740385054	2.103901975180462	2.036186884471155	2.0121527398919032	2.0867560233792664	2.056061668205967	2.0215977731616097	2.029236135701291	2.00418984048805	2.0282035037011044	2.0352529312640883	2.1292028264109355	2.0049231887155092	2.074968078425698	2.060924421613929	2.0238085625088873	2.0875590801794504	2.006908370577939	2.0666972472452625	2.0857367600441483	2.091012101367383	2.180803991956676	2.005937295064622	2.0105835665542484	2.0700439628558334	2.111853827016809	2.0319435125652974	2.095994844072223	2.029858301607692	2.107425167973671	2.1524765795970406	2.053330004142391	2.2004866643655534	2.030988397995399	2.08415035871162	2.0591406379777473	2.13959673152914	2.0015268405066164	2.0694693314382295
var54	2.0294594781203905	2.091418297967547	2.0644424238035524	2.2436275158242953	2.1233525925970698	2.051741115780767	2.000007170437655	2.067086995831286	2.0075362789056888	2.002336673221994	2.089633655789626	2.053454918599342	2.0677366335977996	2.1142752888242824	2.0603852511112644	2.0275185887424603	2.0315032169980283	2.1276167882117023	2.157943222015398	2.0245085140111483	2.156678901575759	2.0273279068264163	2.0489382798281492	2.0698469182228654	2.12306719560757	2.023961061650033	2.0811078678391985	2.048174621954834	2.009574723176565	2.044875983415253	2.123112433641923	2.004754920755541	2.2411723559586227	2.0357191660657064	2.122734237375859	2.0417239142003423	2.120371514482099	2.0398293084016026	2.1777455335565294	2.0507616255521346	2.0369759606749573	2.026529595334347	2.0310700667248627	2.055227263038796	2.1059950337559292	2.074162192602059	2.0373612562218177	2.0070673381601956	2.127680614371407	2.1678342632806427	2.053427766604752	2.0039729412855496	2.149419404526749	2.0225014851544114	2.0594206143384732	2.0959119794254812	2.0089406721739627	2.0599618618781674	2.205346837299268	2.1199069160139294	2.037761549728895	2.03407424440936	2.0821684032472563	2.008433823633951	2.052772598979946	2.2046830694691137	2.0602616203352717	2.1164394966425863	2.0075696865132686	2.00416417251539	2.0386358348552447	2.1970369040423794	2.225546338876627	2.162844161213483	2.0699025516787555	2.2268842940420686	2.0036999296556055	2.036175950681203	2.1394077371560694	2.1623251028566526	2.2536594509154697	2.0786621654384336	2.1085999425092172	2.073830564228235	2.091907047722735	2.0833878821952805	2.049381229095972	2.0702196070620054	2.1252724110556884	2.0563041892423355	2.109851362798757	2.0550164254656287	2.2403723085220815	2.0520790722703097	2.2534680116030423	2.0041469029860837	2.148098813731763	2.070655154603329	2.0228995858570418	2.157713915219541
var55	2.0249923244240033	2.1217190748014794	2.1761089336423605	2.0116551004869465	2.053891533861152	2.0644853945034383	2.131144641579788	2.044072556805293	2.024265905427813	2.0152574148349887	2.157102759866181	2.0356175639248453	2.0523919862451923	2.080305761710665	2.0069438356954357	2.156730994515546	2.0183303887604795	2.0479819313568344	2.109402966975221	2.031232307239308	2.0152482978753667	2.1410167382168432	2.2058554796629535	2.0301275324779784	2.019278676262383	2.0169658179609544	2.000834692717806	2.1171486387230134	2.0608714811856856	2.06936786635833	2.085479845666476	2.0309999465300157	2.0930675738991478	2.0222138489551083	2.11514035860246	2.1476412207461895	2.013848735422246	2.029311447531619	2.0486309458008933	2.0344487963562186	2.146780383547064	2.0613270325339115	2.0339527705727485	2.07047198814466	2.0038901771309665	2.0769591805256757	2.103139435696997	2.0947236727847165	2.0112789087856724	2.1414989789456333	2.058431044950085	2.1091042862893623	2.0589096870011043	2.000750343263112	2.122817982107164	2.1130345123425918	2.0502907438693057	2.091725894501825	2.0241193737681056	2.0442658180293214	2.0663871147366235	2.016103626671131	2.094100465813133	2.165978741539564	2.047495929146357	2.0459127160951547	2.0249117443117295	2.098326434945921	2.190205148662235	2.01546546244347	2.0208734933144368	2.1147524094554884	2.0607495620404537	2.080237807440597	2.0393339296672046	2.1111512625835043	2.092827473230485	2.04701810036183	2.0876059116917722	2.0757183771506647	2.0792465805141886	2.0132133852956122	2.1801739539490037	2.041659143705153	2.074534667333626	2.0710301847007675	2.065648819608972	2.0517727830225736	2.3285284555004053	2.006598064719658	2.0810578556309136	2.005398590035777	2.194241535426562	2.0263758367777323	2.017398864966776	2.256238260964936	2.1382928819102154	2.047162712044755	2.0141421578575684	2.046289124942235
var56	2.0915855817540945	2.113666272483209	2.007965423562718	2.0407443763145956	2.093599933574232	2.0413750281622223	2.0076960611115906	2.0538536407156553	2.055650291132594	2.1216086920448327	2.0319561942998905	2.000684264317662	2.178832735257979	2.080750440556617	2.064119347555717	2.00448753295383	2.0278484112094146	2.0344485158799475	2.0000160086448333	2.087832541954466	2.1070905249491445	2.129921427067165	2.026098953760745	2.010396937002865	2.0332552479328014	2.0084519467377393	2.2733406073859124	2.0137947548719066	2.0008572059892864	2.1997933127256344	2.011763013224296	2.067807478646986	2.0864102718276767	2.0352302557750903	2.0438102673986362	2.0010865546569936	2.002667522169658	2.0238429730554954	2.2252573984740516	2.1073229239952282	2.1158918558779587	2.247686477869264	2.0007309250432197	2.1092364598676494	2.1582073559164106	2.0590573767008236	2.0555272742944224	2.0881605821362146	2.0718687624806575	2.0644189480552932	2.0317582192774473	2.0046017291889955	2.0239531424632493	2.085157220176727	2.0318336931747116	2.121913087097343	2.0211883962140926	2.0040587792752973	2.0376517774317837	2.0056468641288885	2.1342516267928984	2.1144417284987522	2.2198625288299927	2.0193282027683908	2.054233265963358	2.088005668014221	2.0299922525973617	2.1533393701695998	2.036325466420856	2.008123198547991	2.170425261822434	2.0564374878379943	2.047325242415439	2.214679374330889	2.0838619291184752	2.01080591590341	2.0954151932446163	2.047155374041388	2.215171222000744	2.0954362774734805	2.1218099656619867	2.008816084374324	2.0831936697334124	2.0641244478976395	2.009388258326248	2.0038034798391133	2.099756280026311	2.1821903366645268	2.0090259723138995	2.135892203557443	2.11738866830922	2.043578664027624	2.0927872482138934	2.237076905556044	2.075828294819355	2.1141463981288857	2.1477745968895965	2.1682453264016175	2.0383688589399878	2.1502432047989006
var57	2.0941019326504806	2.026497053459352	2.0214588703335568	2.0067237228686374	2.0178475480353564	2.220918751634723	2.021519226545046	2.0441795120547797	2.0727287306841213	2.133022685385362	2.221949095396629	2.12563001474235	2.1383833850932805	2.068111418869868	2.0443960560232144	2.0000850039306597	2.0997292859643926	2.0093666226311733	2.045790749745843	2.0422656564466526	2.0871596022831937	2.0294200161161022	2.1197311783638586	2.1321350515908284	2.0692483555746812	2.130527260980442	2.0486859161168858	2.047876042618511	2.0055860057010952	2.076955874437261	2.1026772314131503	2.0745390243864215	2.038727961796074	2.0568674842124928	2.006702273041505	2.1301025931241804	2.1611971222574464	2.196403105547789	2.059869639779402	2.008379843156068	2.087282481970554	2.156341013851037	2.0921588128114594	2.1100168857987334	2.1695609887866585	2.08747766134069	2.0095768724335157	2.072385183267089	2.0500301178254245	2.0394789811333225	2.1367608633270923	2.102144377434047	2.020492357035877	2.1383129579630107	2.067732777559607	2.0408980349918076	2.0101914731914983	2.1973240823890254	2.1064770267473225	2.11357639101949	2.0228797486502037	2.036760301046444	2.1422547585909957	2.088377385417517	2.068142748411543	2.0638208809235654	2.0520988593661476	2.070556270117024	2.1011470121706712	2.0082704483933953	2.015665390567927	2.1370410064976775	2.0382300130794024	2.0360943052042755	2.2227227286044333	2.0994650636229863	2.022967638411235	2.022555786319512	2.115658941733467	2.0078887523488453	2.021199039517238	2.082354631374722	2.0293865211727287	2.115479750498119	2.0422151671676274	2.1244473381673337	2.025378105861893	2.1443890214401033	2.2195796609111005	2.1479531600909554	2.041007856172146	2.085029329699808	2.001089647500989	2.0669256888286767	2.0416486968774685	2.067670177245861	2.014741171466108	2.0979756537796996	2.006420498085655	2.102052426493103
var58	2.047678583279251	2.020635801997429	2.1910608252203563	2.0012116230379977	2.06291904152278	2.0389743825081794	2.011831219112216	2.0787105086732827	2.0836367618854372	2.002019179630786	2.0881451207643824	2.072409299060506	2.025653445648007	2.057765101701753	2.062421003263845	2.0024439608253677	2.009408540474856	2.133433271346535	2.0442332841783055	2.1065234436187343	2.1024731968440844	2.047802303252291	2.0703274628006594	2.0595168926871708	2.196989804408369	2.1222318201487296	2.1041693796821535	2.1875945113508632	2.2612126285666485	2.0334634848742477	2.0055833353638755	2.034469866748714	2.070486520394942	2.023692812940141	2.0614287880956312	2.056455786467713	2.089037533217698	2.086378828403842	2.1592661693624327	2.0470691216112447	2.1701972568193293	2.0593670953887746	2.0841623391600597	2.062301953929663	2.1193805090261444	2.041084137763379	2.031606051859956	2.0548811247984697	2.043337665049041	2.024327676626039	2.189191758184487	2.098058983331342	2.131414969985874	2.0048547882231094	2.0315089884805797	2.1342497443558255	2.0983366618850603	2.046201089244766	2.003651426844202	2.0932781754857226	2.0218691899949635	2.134313195013746	2.1110223881279175	2.046902466305895	2.1094179956507615	2.007677594227507	2.0707064582075527	2.170945147722486	2.027567732212086	2.0015720813394555	2.1609185844022685	2.088421992001407	2.0870466659095968	2.0029119885808577	2.0068384275554805	2.020884711629275	2.0022536736336525	2.0009302896118126	2.047148744792909	2.056000517877223	2.182182631034969	2.0283331411512093	2.042334956324871	2.023793778701891	2.276279073550261	2.1932165707172917	2.026639933399488	2.055652423419832	2.0532463439559794	2.0108970329291678	2.032094356101107	2.205378842206482	2.1534199268298746	2.0822317255189233	2.0989428034268656	2.042415575350934	2.142048812433209	2.0355225334200413	2.0599855232538937	2.063771291220607
var59	2.1766074526281023	2.0990105389438796	2.0609878510563298	2.171428597638082	2.3086542956069596	2.0247867442669456	2.1318683772016587	2.01026170198023	2.0117455708428755	2.0759427165680373	2.0088263972174376	2.004330361830069	2.000656188051945	2.111359477128362	2.0917304460094837	2.083856528148951	2.083827550635538	2.0425897150123156	2.026396357266897	2.1221039972905933	2.1019880016954335	2.209409126899464	2.066539482995434	2.095760876885197	2.0481450235133276	2.0253287675383316	2.0168045564667727	2.05989915893188	2.12216446804455	2.03611192748288	2.079478253792448	2.058723460973616	2.0136603042859456	2.054738130009985	2.0541440622552467	2.132165952467748	2.01470570884556	2.000339139125926	2.0113908892844883	2.082718276899563	2.1970958106502376	2.0729923569125	2.0806052032851645	2.0019205548907513	2.058095638140749	2.1527538438215834	2.0031785720541864	2.120059986073927	2.0859479829624203	2.0752627645453168	2.10092802813328	2.122488133418173	2.1195464944144873	2.0730844373453965	2.0051772828568595	2.024358495515381	2.034335770751335	2.082196541008345	2.2213778599295715	2.0051646995783603	2.0988597608645088	2.190075873917159	2.0435674280064617	2.0013816014394594	2.147601623858637	2.0711601370670087	2.0036773342294025	2.0089030477655108	2.0050620623897695	2.020567943062917	2.086391317469341	2.017532149425192	2.1127093806949966	2.001688072387053	2.0841284344702506	2.0038320386616606	2.063762395381371	2.0254484794240857	2.0552705953110864	2.027375783079764	2.0618592983357473	2.1116699634264675	2.1235715187265902	2.17552413039274	2.01619676941733	2.1336755372160483	2.155099241967838	2.058283392022584	2.0363419708643278	2.0232469538491795	2.110166989455077	2.020904441886782	2.1051146800505585	2.041062708736036	2.059952278049861	2.0694917089595206	2.00297879489754	2.0029664198829344	2.058715679073755	2.006738666034543
var60	2.063168121725412	2.0687698126482594	2.0794423406045923	2.175711387516133	2.0653578363513447	2.0212928387668097	2.0407421579686265	2.1515999423617664	2.008569719561047	2.1348142572884443	2.0031774501207664	2.131740961495984	2.0900276196253915	2.0905898881550025	2.013384254509799	2.2053352524417758	2.0289715211329495	2.0294193880989235	2.0086054846212975	2.0539503605875096	2.015242116600821	2.055653324656817	2.0315584367416895	2.003619541853304	2.039307115921646	2.0656205050766396	2.014374268421687	2.015711937048818	2.202823777541597	2.0302416604844837	2.1257254676817072	2.0704642986649193	2.0850963720112414	2.1509638967195484	2.183563872036458	2.104441518234284	2.031449265248265	2.0571931102178627	2.0625996298349523	2.0401477523287794	2.0217671257821945	2.0124566709503844	2.0489668035855533	2.027275176289469	2.0030601083861344	2.0759712005719595	2.0132714849166975	2.014853049896611	2.0675591089126306	2.0105579502356923	2.014171059422248	2.050324126905353	2.0611316271909073	2.052533871148556	2.037529968371382	2.1148094792937653	2.027365875794112	2.0261628379088803	2.0849257563332952	2.0279485972192552	2.092137592913409	2.0577136353599155	2.0803136378469733	2.1572586331184773	2.131927394881313	2.0385887922044112	2.0193683401861926	2.1280321535295545	2.094123505965729	2.0007531396221356	2.03846046147231	2.0336636394622167	2.082623941138742	2.117750941877298	2.102343915147976	2.0178259949077164	2.0564672061176776	2.0675712609375787	2.032696436906854	2.122415274180668	2.0775430669468418	2.137753296734168	2.167290152391979	2.0141210369771834	2.1192182648145956	2.0401778810779794	2.191078736489478	2.0494127990674187	2.039224393890332	2.0101242610237002	2.044102970542866	2.0348962869408544	2.0492591345554625	2.2399090783300704	2.108806133529451	2.099766388645176	2.017920881682074	2.017316605639581	2.0060031264614753	2.1266314938816615
var61	2.071475842727217	2.0800685461842585	2.0967476479578764	2.1808809563318183	2.0040913485564276	2.0925640881097625	2.071382225394777	2.028800863835323	2.0361888304201883	2.1025672287487724	2.163763892353085	2.2140769176449977	2.011884310844233	2.010964516102928	2.0375387036798527	2.038608684308685	2.0877082135379696	2.0219396956875566	2.1179816841573667	2.0323969538032958	2.0525931784394364	2.0348966361427947	2.0456603629893557	2.0582532892658665	2.099232844942013	2.0924819954263207	2.0844105916089832	2.152839624469352	2.0152107970465067	2.1159998048876556	2.0809488022750897	2.036997599029262	2.081585545875293	2.0115124954358854	2.032926544293752	2.035672850688973	2.109543895494069	2.088746338545885	2.0519861450338697	2.052040161049038	2.0904436752779	2.1616672844918754	2.0622719912772753	2.058743435514453	2.1179803122533665	2.165999966605195	2.0874713966118037	2.1124281292311773	2.1153268354656545	2.1580935423092935	2.073572388223467	2.0534480544284355	2.0605845212100173	2.1993357852015833	2.0042343677702656	2.0090177326387026	2.008132952091752	2.0100715146263037	2.0228104977523103	2.0548870672162374	2.0496221974193647	2.050668712548301	2.0375613404802158	2.0097364014152523	2.2340137258403208	2.1875921262864244	2.0880768300974903	2.095031205619033	2.165718251863174	2.0172574942724113	2.0104025056408683	2.1440411134212343	2.0993496749540257	2.024120043693089	2.1400871738259375	2.203558819359503	2.06988284208157	2.1088632075629614	2.145960237460864	2.069303525063156	2.115495057065251	2.078271949916619	2.02620141314144	2.020596627996005	2.0321008286382267	2.029849915606241	2.0902181557538544	2.0153487887285877	2.155547037961689	2.089802103076342	2.0528638031757636	2.0491000901061813	2.1302827076285187	2.129265082056013	2.0247910540397958	2.0137691611748036	2.139183497963029	2.1798024668278444	2.0609795645766957	2.1117597103161763
var62	2.083251119774564	2.047943217774129	2.0062501954594705	2.102746411864517	2.07790857677085	2.1489666424536544	2.020272138655309	2.0375207762337495	2.0915319111238935	2.0860962672723	2.0194400255872487	2.1624565105277695	2.0821607468971344	2.008293832578233	2.094766830665047	2.0606357260863786	2.14515169807894	2.0930584706289546	2.0174280831637845	2.054847046876957	2.2555499137381396	2.085039374023067	2.0461910001474797	2.1067054206480624	2.04616560076547	2.0406267841965744	2.0309833495517955	2.1925660181095568	2.0009367202405697	2.1447520940890996	2.012201033476975	2.0098069055539463	2.082166072477899	2.0630743925593937	2.138046458935377	2.0033859657663915	2.1033041839160114	2.0380422027616323	2.0697145351642856	2.008752770724208	2.042886923253552	2.020664515861018	2.057809460291649	2.107421151662613	2.039681394114396	2.0150618151946316	2.005921991651864	2.195143574909555	2.0728959541980263	2.0644711266521796	2.1149873818591565	2.013387078936953	2.0011257561521942	2.0764291935988233	2.0437873042652446	2.035136096501836	2.0476111548077887	2.008336323888842	2.174195781481879	2.1236821783121433	2.032653830093896	2.0564118234720588	2.0867450653764132	2.044050930796019	2.094019699853546	2.1912074136016253	2.1351930792601195	2.055338730675796	2.0997344575417105	2.0783857667658285	2.0234022707622414	2.0302222709346984	2.1199078773912268	2.0034953034505985	2.0497174572653813	2.0892552712462473	2.1769504189419067	2.0866481664551904	2.0894028404965095	2.0049789085569287	2.0636925805281923	2.2541683957886627	2.1126146827780214	2.0430245780963294	2.0125497601133064	2.0594273145621194	2.135685300450919	2.0445791058639213	2.0357399750191676	2.022431837085331	2.116098540208546	2.06263900395837	2.134255829364146	2.0073870484191665	2.0338499490838595	2.0292936603973986	2.018810528388151	2.09902234854597	2.046572991344276	2.05362937908692
var63	2.173652481430055	2.039643980104393	2.079013528505638	2.1692695538944657	2.0014586764905897	2.110344479337528	2.053970176479106	2.0450921290393285	2.020573229018332	2.0040359113531996	2.118790338476608	2.053064495909175	2.0118500663793286	2.043570095648459	2.003851787470339	2.0287474632338687	2.029175665228784	2.005837104355803	2.0552945245922234	2.14335143168358	2.1210656059192305	2.0758767115580117	2.121482858173666	2.160939294745295	2.0619631746402245	2.1156451033609245	2.166048377381303	2.0105574404191917	2.1164495339983107	2.0240533308098034	2.205370025877217	2.160546689351133	2.0899692954305844	2.1246979544229414	2.109347991619005	2.124523117443635	2.118550843719674	2.106451231963603	2.1445162171322605	2.096830132471136	2.0858863449757146	2.1748461471293883	2.150033925079706	2.2435063084412996	2.0227203130144122	2.0525782120439446	2.100674857744535	2.0550326731485997	2.033799674552525	2.0101952589114402	2.0449432526774545	2.0419747914478905	2.077685419669936	2.1248817037756025	2.0526975831903482	2.064381776835519	2.038987675689773	2.0265218022758487	2.0226578753292896	2.007864156138185	2.044958685666507	2.005643515443402	2.1243152348578977	2.0120315263077555	2.060732905849639	2.107550985621262	2.0744618912982715	2.0267746092987937	2.0185902873968615	2.0087729919005612	2.0355846479699573	2.038309895521224	2.122978247631018	2.0443701188412042	2.3098393092544356	2.037736368422056	2.1277243523247815	2.028303043373991	2.0190987058519214	2.084119454074626	2.0321710848258494	2.0110549224498047	2.0481474006952993	2.154885794489305	2.0612924122675462	2.072660648168325	2.0819614600143814	2.089890653436728	2.057675035167065	2.013633667868432	2.0638948347993544	2.086841538974529	2.0065717703937924	2.166375761843092	2.0495792887753783	2.009947632619844	2.1470212452103143	2.0617388325630372	2.065285831646521	2.216675681209847
var64	2.0203384805194413	2.0360388087146153	2.2597184089852926	2.063538746358189	2.1500254137213393	2.0461338977557473	2.2062668875400875	2.040275531451226	2.047098952116901	2.045058871091865	2.013392024485462	2.12791110812248	2.0459799114683848	2.0359542566090494	2.0611605510497264	2.145628227289146	2.068480687835757	2.0304364592819404	2.063022714151898	2.0699840833759313	2.161708407822111	2.1054436028126897	2.2054320392658324	2.154448713241789	2.150596690671768	2.0909523827883265	2.0894596222792474	2.0900002794136454	2.0086960350890966	2.0336549291250585	2.018504353932739	2.054468310233485	2.1405256704894664	2.073365605123704	2.0834325044281794	2.1024801152436927	2.0681126746384715	2.049309079728701	2.079845424059013	2.0834936109056947	2.0087242566517487	2.0012492397570507	2.0089245599853136	2.0197853644684574	2.09133346371761	2.0665136092479015	2.04762214341294	2.075578788702179	2.033751813510282	2.1393000544351493	2.1074964320222707	2.1303336203046905	2.0584228099236066	2.0074369823403426	2.0908554281629157	2.1438095375379738	2.207040076391645	2.0061975376681622	2.1870873871686274	2.0560995074379336	2.0786034472731334	2.0438145797859506	2.0230769636608352	2.0114632187712043	2.054708048847442	2.0711147617815713	2.0824586017517492	2.0860366172079874	2.0500320716835576	2.150021353264634	2.1669684490788605	2.019541077822316	2.1175667718202433	2.10271015994102	2.037817132428504	2.137439295266711	2.07419805688927	2.087297642117115	2.005357111955371	2.1144501325916067	2.2793414983074927	2.0623220182816993	2.0899085769549726	2.0393679216450953	2.1366477702436297	2.0839082677696785	2.242209010703562	2.1407462067307907	2.100713619699298	2.1035548369075405	2.0535097204184467	2.0112722851475504	2.0089337418398254	2.1266852145470816	2.0377242249766474	2.066973951659908	2.10874383042213	2.0469386271921066	2.0375786502517825	2.070995047393199
var65	2.0579856372773206	2.0043199917789543	2.0571888904295625	2.016762682256222	2.064845373970796	2.1159489247709042	2.0340020286500518	2.027958100577864	2.1717150348205427	2.0710297817236683	2.065754632270563	2.1530804812490554	2.0340317903491423	2.143534203295757	2.295446591456036	2.0725733253042242	2.0034952169142164	2.0723840110963696	2.047734194007325	2.089617842429705	2.2242268310284388	2.060635372667402	2.104603794367412	2.0382358106976035	2.0439131212410517	2.058091840926789	2.0320722941635156	2.086276724478501	2.0207705150859208	2.142883065007959	2.007280670447977	2.0170094414210546	2.007429883600198	2.0288487793130043	2.002085837687974	2.0745995486501116	2.038999042320181	2.087611181863327	2.0402401802145707	2.0970173173443607	2.028464800307223	2.0090878211628977	2.1218084633726004	2.1533581349818367	2.1019521009768245	2.06835991402624	2.079848930156674	2.099639671058609	2.164622425658712	2.0492080603830654	2.1207126756445867	2.033175866221918	2.1340581327440655	2.032500393420232	2.064065564513065	2.0717932604300207	2.168362002489916	2.09013238223542	2.0249235399292047	2.2320721237925283	2.0645261612602375	2.0443682792079287	2.2656238735169634	2.0886598176259743	2.027943770402863	2.0561881825434885	2.0553338226683637	2.114857676814001	2.0322248912441956	2.0979598388641287	2.0243086387169695	2.0330657725970713	2.075145653050017	2.042258292393287	2.0425894396772306	2.041190021829059	2.0900914713983396	2.0855071100749076	2.051214928293462	2.004177420960865	2.0787051440931714	2.042237974633907	2.117937991285404	2.004701153044586	2.01180255310192	2.0183381087803176	2.0593734762780533	2.186209992362623	2.1113354652799226	2.0974984648274835	2.0999086509282225	2.1029286037857076	2.2133005500804916	2.2105996976792652	2.0280267611965077	2.0982251087306643	2.134179201641365	2.172405922959147	2.0044198815695156	2.0225777053482275
